chemsys,entry_id,origin,formula,spg_number,spg_symbol,strukturbericht,prototype_formula,is_unique_to_nomad
N-Ti,ermyRryckVZY5UJAbrEo_eYaikyg,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,esMedQbYXKWQpchoGnQnzBM33TQp,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,et10-bWuglNfnVugFgzyZbna118I,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,evIB4dF06sjtFd7oqGhejYDk_epJ,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,exqUTNrqCnjybyD6zHQMqZhbsoJH,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,ezP57hfrxGRoomJ_wVZDfA8vcRq7,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,ezgOucPp1MiCCz86SLkda42_yZuv,Ondračka Pavel,NTi,38.0,Amm2,,,True
N-Ti,f01LOhLBvD0rqgIJHtorkXzIMWFb,Thomas Purcell,N32Ti32,216.0,F-43m,B3,SZn,True
N-Ti,f0_WVp9G4eb_3IGTKgNbISnH_sU8,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,f6HrlD_EqkvntUrrMfrauKokCD0F,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,f6VQa6SIHbVF2eBQNHryXfV-Mets,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,f7YNNvuw4gGqYRdtudccOM1nTdIi,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,fABvj4BH2HlO3O9qfl7a9AxN0RPD,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,fCG_NDsPqpVPLYin9Vf756z-oogx,Russell Johnson,NTi,,,,,True
N-Ti,fDsVEMSXJldyCtcRU4poKgwXH8R-,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,fFcAmelHFQW0o_zePxLwmwy2iGsy,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,fGh0iDUV5lSAlb4E7wEbuQpYO-Oa,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,fHPRRvkHdzw61-zqUEW_G9rhEwCL,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,fJMtvniu0jcheDwJZXLHQvr8_9wZ,Ondračka Pavel,NTi,225.0,Fm-3m,B1,ClNa,True
N-Ti,fJaxSdXyyGwNTIT5FM6cIWTmJi1p,Ondračka Pavel,N32Ti31,221.0,Pm-3m,,,True
N-Ti,fKSkmLYw224dD4TVzSlbolbBrjtq,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,fKs4PfnT9yDWmEpHilGeOtBJYg3S,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,fL-WDz_6hlzNV5qIngs9Ivb4B9g0,Jens Jørgen Mortensen,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,fLxOlHAnVWW-mGgxBjOYvsayUxwf,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,fNJxBcEtNiLRvLvKpThm2LxfQuwV,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,fNTftQUaGaYBuHErNYyEPIpjuFL2,Kirsten Winther,NTi12,,,,,True
N-Ti,fNoR6ja8uRJRDefBneqqKLDU745D,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,fP8RvQ0PzyfXCYe60xDjnS9EV0T1,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,fQr8ypyfdh7Vg6WOnLwSCDHv088b,Materials Project,NTi3,221.0,Pm-3m,L12,AuCu3,False
N-Ti,fRLi8BZtsdJOJPGfYW8ffhOs6CdZ,OQMD,N2Ti2,194.0,P6_3/mmc,Bk,BN,False
N-Ti,fScL0elIXxArC8aoTMZ9jDpjqnT-,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,fUdyLVtVxmUlTSsF6ulVsCBofscX,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,fWEiZ-HXWqRIPcQ25O7Z06Rapr8S,Ondračka Pavel,NTi,38.0,Amm2,,,True
N-Ti,fZ8Y4QeCSQqp4OIw76mdG6CyOsAa,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,fZx0iDTunn51xlv0BlCT9IArAGdb,Materials Project,N2Ti,140.0,I4/mcm,C16,Al2Cu,False
N-Ti,fbmZguPeq19rMRn78Lbj_naEi-9-,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,fct0uYkJ8EXqne39dpUOWyC8PEq8,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,fdDSEPNAGBzJjb52rqSCCVnstx_X,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,ffFgHAaFnZDrr4PWmZmbAQEufvj6,Materials Project,N2Ti,140.0,I4/mcm,C16,Al2Cu,False
N-Ti,ffIbPMvQ01PLoN_ljDP6q7WPHa7v,OQMD,N3Ti,221.0,Pm-3m,L12,AuCu3,False
N-Ti,fgjT1SFCqoqASB5_DxUO2aLbabES,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,fgzbwzV67sboPx3_c_BliR1NrbSE,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,fh-LqI5dlpYasqMuVbVzRlwBO_Rj,OQMD,N4Ti2,136.0,P4_2/mnm,C4,O2Ti,False
N-Ti,fheRecnewRQR7-6SQ-1mLzDJy6_N,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,fkhLWjimYFPh1N0Lt5t7BKxRE8CD,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,flWBdeXaK3vdctF52N0-aJlCFf-T,Ondračka Pavel,N31Ti32,221.0,Pm-3m,,,True
N-Ti,flZ7A1mp2xFkGt6lwF401H5r5-DP,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,fm2rgowqjngsvO2yjNlhYErrVtPX,Ondračka Pavel,NTi,38.0,Amm2,,,True
N-Ti,foZw6dc07wF0wqdzCv-VL7vE8ZZZ,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,fukzhnJhZMrHCIjCRDG-D8ZK77cI,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,fvLIxtEwWkdUvcmclTAfLk7NDneS,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,fvx4W291lq4eKSgRYUkdGCQOLWSk,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,fyBrOhLCe-wtZhcGNvc9qV2MYk--,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,g09Xbg6HoHUzPGmJUcbO3bcqgOxo,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,g2F8nGDEFRJ6gjGElQL_Lm434RFX,Ondračka Pavel,NTi,38.0,Amm2,,,True
N-Ti,g6p09opy6VhE2xDKWcx_KaPcyt2M,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,g7vQdVyt7-oqe2abt7BJt5PzzAI4,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,g9AlBEIQV9Ge58n1i4c_sJUw9w3Q,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,gAs84X26AHFqM2PXqZqfrUu0NQ46,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,gCqqJkUfg32Vj4_QBy-BhT48zbSL,Ondračka Pavel,NTi,225.0,Fm-3m,B1,ClNa,True
N-Ti,gLO0gBsU19MYgZzCrhZslwh6fIwq,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,gLyNOFAQhQCN-JK7YgkOmz4UAD26,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,gNWbW32_0GAyGGZdQdJMjtuPOFCo,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,gNyEA32H22yVy3C-VcrGTvsmYgY6,Miguel Marques,N3Ti4,139.0,I4/mmm,,,True
N-Ti,gR67lsnHU88eT4xjEvRuJv4oA_Ip,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,gT222VOdmWWMzOIHAGUWowNLOo81,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,gTDvSeO1R-COAe3J4WUL8sZ2hk0K,Ondračka Pavel,N32Ti31,221.0,Pm-3m,,,True
N-Ti,gTaAZBI69WYyH0QZK_L-PpJizcue,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,gWD1IoAxL7mh10P0YjQDxBTlt8wc,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,gWsK8ngucscJUquyevBVhWvjSokD,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,gYV0Duss1_WTgaPWPoJr6dpkxEul,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,gZml_IOsD9yQnktzKFX5Ehj2kYWY,Materials Project,NTi,225.0,Fm-3m,B1,ClNa,False
N-Ti,gdgM6Jn8pU5Z3zHhElm2Og7JXdZ-,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,gdrh9i019ck4_YzB-VYuKKLUG5sH,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,gfJlhJl1RTYe3wC3OutfhXH7IOEZ,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,gg3WpwYIObs6V_jYIb8ZwUSGkWv9,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,giAUsAVDZ9CJ8FmviOR7v8600VWB,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,gjNmSU-HWUE09c2KufD0lQv-7mue,OQMD,N3Ti,139.0,I4/mmm,D022,Al3Ti,False
N-Ti,gjoKHUoW51PmNowrVxkbLSSlEeS3,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,gkjs_lguaiwX-c6mOYrqUONHiiXv,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,gmCx7d1EveXu0C3GAZH5PvqMHfny,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,gmZvbJ7St3xdLkPZFzkSMiBexctq,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,go6l-wAkuVeVGGm25-1VP2XkcwT6,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,gofPJMo9jqmPqdstpfgnyn-wJX2k,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,gojQyMDVctnJUkBA6kaVzggWrugy,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,gp4kmeZwulvaydGtIySiDLqcRQ1N,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,gpjpcLmPr_uAVt3uZlSCZg5dReYs,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,gqMjbDwtRDWzehx6yATqc0zxcfoc,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,gri4dKLHDXoTfcBaKAoVvBUMCRNt,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,gsHWkJT9AQrzRohbXFrOnD8FtgLk,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,gwXoazQEO18zzkJEt5vhehyYuCbG,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,gxLtJRRJyeZS0AawJ0Du-fcT3Ja2,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,gyEafc-rDEgCWDRI5mIfShce6bbY,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,gzcc4hrq0H4_O60EhOk0Vp6B7GFX,Ondračka Pavel,NTi,225.0,Fm-3m,B1,ClNa,True
N-Ti,h1874i9f1pJrLY0PvJoy6wLABKrf,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,h1lIIOyiSdYGt2beF_g1xoFhCbgb,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,h3209R72Pcc7k_R-W-86gdeSx2Ak,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,h39LLwZwef7H9fbYWT5rI9ahnBZU,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,h3rEqBnFIESJ5T889bJKucuY5CFw,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,h7VKeOBcvp0bJ60LAswZb_hvlFF-,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,hBmXhnod2Qu5gu6BA59klN3v3dpJ,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,hDC4VCADMLmlbH_vZqUgR5y5sAx-,Materials Project,NTi,225.0,Fm-3m,B1,ClNa,False
N-Ti,hFQsvCHpcdJ64v_4tmSi5JDJJmAQ,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,hG2jDlUu2WsrfZ2SftpFlShsZW7L,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,hGsSFiD_zIy4KizT4e6CYdmuO3jq,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,hNdQ9v95ECAvoHiBF2tsMCrfAQKe,Materials Project,NTi,221.0,Pm-3m,B2,ClCs,False
N-Ti,hPM2kIx5CDvZeDkGn6aqhtG9tEnq,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,hQhzTgevLEudFXDjhIVDXWGLiWyq,Ondračka Pavel,N31Ti32,221.0,Pm-3m,,,True
N-Ti,hRcEKwcvq1qveOiDS2af47hs3gV-,Ondračka Pavel,NTi,225.0,Fm-3m,B1,ClNa,True
N-Ti,hTIORh1uhHLmmoeOXjZgAi_1tnF_,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,hTu6QG3otqzmSNpLjSr8jo_7S6EX,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,hUVw3vz38sY4upPe17ZzvdWy1M6K,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,hVuitUTNr2OIB151Jl-grGxBwixX,Jens Jørgen Mortensen,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,hWAngpmxkHWFvz1XCl2tg2yv8Z4u,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,hWjbRdCwQDAKizUniPBjslDfRb87,Ondračka Pavel,N31Ti32,221.0,Pm-3m,,,True
N-Ti,hWlcgRU2FlBF5rlzdXBBU7XjQOrx,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,hYm3qU9JleYJVcQa0ObS6WSFuJy8,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,hYvrlYlmIAUIO_5_2GwWPVEY9HBw,Jens Jørgen Mortensen,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,hbnHUzspoAPG-Y_j-A8etoQ5yT_i,Miguel Marques,NTi2,136.0,P4_2/mnm,C4,O2Ti,True
N-Ti,hc8e189zqk7hknWW9w-IFcyNZqTA,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,hi6AUFebN8TUN3syj1m3vXff0m8m,Materials Project,NTi,221.0,Pm-3m,B2,ClCs,False
N-Ti,hkO024NCf7M1GbMNcCIn9Ht5_gII,Ondračka Pavel,NTi,225.0,Fm-3m,B1,ClNa,True
N-Ti,hl1yXhVLK0OA6QVwQ7VXUVuOtDuW,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,hl_8gnDtx9GWqa9IOps2qRWQQ50H,Ondračka Pavel,N31Ti32,221.0,Pm-3m,,,True
N-Ti,hooz3ty2-8ms_mHK6zBIzI6XWzD6,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,htNZeU1mVmQMjWhDs4ffuva9rBTP,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,hxqKlDIsBxZj8q-M-KTd_T5DeMG-,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,hyLPMw_TthdZmw_RgfVDzD1hS46U,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,hyqop9IlVbsu9LC7Z_d_FRfiK_wb,Ondračka Pavel,NTi,225.0,Fm-3m,B1,ClNa,True
N-Ti,i-9pAs3L1CWXvB03xXXhbi6cDLMM,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,i0WxPXrTxFiQkjTbvXqtYkjAbtug,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,i0cK3QdWG3aIpgrhqD1vPd8gtB85,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,i825RVI6BYXnnxci6-Wi4zJNL0jK,Ondračka Pavel,N31Ti32,221.0,Pm-3m,,,True
N-Ti,i9ntPMGV2SDYQOsgb14sHo-p1Ppr,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,iAgdQHiRM3pju7aVXPhrsXv2uNYg,Ondračka Pavel,N31Ti32,221.0,Pm-3m,,,True
N-Ti,iBFeP3pzwx31s8tBcSsFANmIdNSh,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,iBT04c4VeedD6GXPqafZWVjS8AJM,OQMD,N2Ti4,141.0,I4_1/amd,C5,O2Ti,False
N-Ti,iDYi2YrlyJITD3kT4q7S2BTeDoUu,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,iGia30GUUtI2BnOzDI0mXlT-cHog,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,iIIAEywEJK-bTQez1GbCoIEqu4V8,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,iInJJMM3yLIbYB5q-ys2KdJQwbnS,Ondračka Pavel,N31Ti32,221.0,Pm-3m,,,True
N-Ti,iJy1UQHQUjLTsc7CSlSVMFxhWglK,Jens Jørgen Mortensen,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,iKif-cU6zifa8407gOJZxsnSKwqs,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,iMv8HeC81b6ThGONSWImma-tvozf,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,iN4KjOH9qZm7NzxYa-ZWppNPkO-X,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,iO8X8Tvzr7lZOfoCj0w8YFQwGGG2,Ondračka Pavel,NTi,225.0,Fm-3m,B1,ClNa,True
N-Ti,iOc_AGh81fMS4L1KrwPL-goXFcga,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,iTjFycITLlvMZvtdaWcJnezhwYaU,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,iU9p-LR4-_f8tuvKfSiWdmPgKyte,Materials Project,N4Ti3,139.0,I4/mmm,,,False
N-Ti,iWY6HNwPOHr6CwX1wBxBdoX4Pvep,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,iXnqZsMU_CemC8M_wKeYyZxXuICL,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,iXqrk779Uww3Fa7z7-iwVyAML_4D,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,iaeKILuNt-yy1tZ8r5q1aXLLpv1A,Ondračka Pavel,N31Ti32,221.0,Pm-3m,,,True
N-Ti,ibjeUJxeqztGHxUvDLWYsicEv_7S,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,idxIFe9QSL-SZKRrn92mcPMy6-AS,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,idz8TQOVVWISOGQwR0180zRGodrz,OQMD,NTi,187.0,P-6m2,Bh,CW,False
N-Ti,ikplrZ-7YeWqSAPsnAiGenzgNc_e,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,inQrPhL_F8b4OMp_wlma4Wa2txuE,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,iojpIt1-GZBMc1xo-BKUE2A3xTmx,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,iqsqGGn6SVTctmIKcHfbh_2mul0H,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,irzPjDqhlTsjZYQIMubexEEIz-UT,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,isoL3tbwbxLRWRI0BF1Yei-KS2Dn,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,itV8Jm4UA1nwXtflswH-p25g1se3,Ondračka Pavel,N32Ti31,221.0,Pm-3m,,,True
N-Ti,itbPaFkDXG_Fi7AbVTzgJRvh2n6k,Christian Carbogno,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,iuJwQpEe4OkCB6gjUigUIryNcNWM,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,iwHDJ3dGSBROns8yDv7wRLRyoWf5,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,iwzzHbq2eArprcABlamxEzV83uGi,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,ixD3BkW4y1-6eSYuv9cBa3COfQcu,Ondračka Pavel,N32Ti31,221.0,Pm-3m,,,True
N-Ti,iy73keutb45Ad0hPhNPhVtRG_w4K,Ondračka Pavel,NTi,38.0,Amm2,,,True
N-Ti,iyiDTThmc1EYvxE-Q1dOpy8mJH8m,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,j-MSXnTS21QmKb2PqCw_saUOnJlA,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,j27BhhJ6FL610pmuPWupcaQeLHid,OQMD,N2Ti4,136.0,P4_2/mnm,C4,O2Ti,False
N-Ti,j2eJ46hKVzs-5DibKi8jHrMffowZ,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,j4DM7fR5eRWSryrvXzHufuXLj8vP,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,j6gQCfGzq3-RLIwFgpyXTFPyle5k,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,jBXgdfh1yJZMQDaYisb3duHfAkDp,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,jBdDODi3DkS5RU--LN1ynCpZZrOE,Ondračka Pavel,NTi,38.0,Amm2,,,True
N-Ti,jC_1f-Jks22mFVmY91nWc1Ibjw-O,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,jCpFzZ0igznNxMA-jRqb0vSoScJF,Miguel Marques,NTi2,162.0,P-31m,,NV2,True
N-Ti,jEPPjuuBzIypisUKL1HZr-OkcTLd,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,jIm0hIAMxzmFwpxibsCUGDD0M0vp,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,jJpbize0mJufN_my6SxlPrS9FI-W,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,jOb3cenqQuxekd0INlbAYGdxVR7U,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,jPTIlN7QWhFEqNZAWPL6xTGgUlfT,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,jRx7h5tECn6i3a6boG-4WVcRx8a8,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,jSCYIY2WVjiU8T0RXgMVfNv4_RtO,Russell Johnson,NTi,,,,,True
N-Ti,jSL2G7-8IIVtbFaKEyskor8qgE0b,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,jTMX9NCON5zjqBpOdHWLFs02JX6Q,OQMD,NTi3,221.0,Pm-3m,L12,AuCu3,False
N-Ti,jUPreIloJhXXW7R9guasgd5zWZhg,OQMD,N4Ti6,167.0,R-3c,D51,Al2O3,False
N-Ti,jUWNyoEA1ruPwGESOu69IJheSGsT,Thomas Purcell,N108Ti108,,,,,True
N-Ti,jVB4QSTDT62S-zfDC2YneM4kr0dR,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,j_wkAoJgvZkfZ1Rv0aMSkno3493G,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,jb1960AB6huhYArNWmxvbccye71o,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,jkf7VSOLDBlLUMBihXJpXvP3Aovc,Ondračka Pavel,N33Ti32,,,,,True
N-Ti,jkpM2ZTCkSAssH1Ij3ijhKNTuvJT,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,jm6Wx3H6rkH9wdJj6suTZn9yc7ij,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,jq88-p5aVnKoj8FGOGJmpPFrdYNo,Materials Project,N2Ti,140.0,I4/mcm,C16,Al2Cu,False
N-Ti,jqmEDoGSK2lDV6s5j0jw46BC_0XG,Ondračka Pavel,N31Ti32,221.0,Pm-3m,,,True
N-Ti,jrsAM3GqSdGEE_DQyRXuseLEC7Y9,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,juBC14TVKvbEOt-p0qzXgaYAnkpA,Miguel Marques,NTi,189.0,P-62m,,,True
N-Ti,juN5ClO6P3a4EuRRw8S16xYkwRVL,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,jwtyewwvGEMuZI6AGQlNSJO-40Lu,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,jzo1Vun3B1BMdislEOK-gFTQ-7w5,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,k-2ZNgJcK5wpn9YRIsVcVS2BNJWA,Ondračka Pavel,N32Ti33,,,,,True
N-Ti,k3jGqA7OozyR8_ZAA3HKpz7G9LjW,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,k4l6ZRsL_EnmCLbNIGW0AtfRUFH3,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,k4xqhkHKVJvcqXYZ6AKkVQL5e6k0,Oliver Hofmann,N4Ti4,225.0,Fm-3m,B1,ClNa,True
N-Ti,k5GKk5XP0cLvxcNlqDb2FkpLHN9n,Bjoern Bieniek,N4Ti4,225.0,Fm-3m,B1,ClNa,True
